#auto generated file!
6.0;0.0;0.0;0.0
12.0;0.0;4.0;0.0
18.0;0.0;4.0;0.0
24.0;0.0;4.0;0.0
30.0;0.0;4.0;0.0
36.0;0.0;4.0;0.0
42.0;0.0;4.0;0.0
48.0;0.0;4.0;0.0
54.0;0.0;0.0;0.0
60.0;0.0;8.0;0.0
66.0;0.0;8.0;0.0
72.0;0.0;4.0;0.0
78.0;0.0;4.0;0.0
84.0;0.0;8.0;0.0
90.0;0.0;8.0;0.0
96.0;0.0;8.0;0.0
102.0;0.0;4.0;0.0
108.0;0.0;4.0;0.0
114.0;0.0;4.0;0.0
120.0;0.0;4.0;0.0
126.0;0.0;4.0;0.0
132.0;0.0;8.0;0.0
138.0;0.0;8.0;0.0
144.0;0.0;4.0;0.0
150.0;0.0;16.0;0.0
156.0;0.0;8.0;0.0
162.0;0.0;4.0;0.0
168.0;0.0;4.0;0.0
174.0;0.0;4.0;0.0
180.0;0.0;4.0;0.0
186.0;0.0;4.0;0.0
192.0;0.0;4.0;0.0
198.0;0.0;16.0;0.0
204.0;0.0;8.0;0.0
210.0;0.0;4.0;0.0
216.0;0.0;4.0;0.0
222.0;0.0;4.0;0.0
228.0;0.0;8.0;0.0
234.0;0.0;4.0;0.0
240.0;0.0;8.0;0.0
246.0;0.0;4.0;0.0
252.0;0.0;8.0;0.0
258.0;0.0;8.0;0.0
264.0;0.0;8.0;0.0
270.0;0.0;4.0;0.0
276.0;0.0;4.0;0.0
282.0;0.0;4.0;0.0
288.0;0.0;4.0;0.0
294.0;0.0;8.0;0.0
300.0;0.0;8.0;0.0
306.0;0.0;4.0;0.0
312.0;0.0;4.0;0.0
318.0;0.0;4.0;0.0
324.0;0.0;4.0;0.0
330.0;0.0;4.0;0.0
336.0;0.0;8.0;0.0
342.0;0.0;4.0;0.0
348.0;0.0;8.0;0.0
354.0;0.0;4.0;0.0
360.0;0.0;8.0;0.0
366.0;0.0;8.0;0.0
372.0;0.0;4.0;0.0
378.0;0.0;8.0;0.0
384.0;0.0;4.0;0.0
390.0;0.0;8.0;0.0
396.0;0.0;4.0;0.0
402.0;0.0;4.0;0.0
408.0;0.0;4.0;0.0
414.0;0.0;4.0;0.0
420.0;0.0;4.0;0.0
426.0;0.0;4.0;0.0
432.0;0.0;8.0;0.0
438.0;0.0;12.0;0.0
444.0;0.0;4.0;0.0
450.0;0.0;8.0;0.0
456.0;0.0;4.0;0.0
462.0;0.0;8.0;0.0
468.0;0.0;4.0;0.0
474.0;0.0;4.0;0.0
480.0;0.0;8.0;0.0
486.0;0.0;4.0;0.0
492.0;0.0;4.0;0.0
498.0;0.0;8.0;0.0
504.0;0.0;4.0;0.0
510.0;0.0;12.0;0.0
516.0;0.0;8.0;0.0
522.0;0.0;4.0;0.0
528.0;0.0;4.0;0.0
534.0;0.0;4.0;0.0
540.0;0.0;4.0;0.0
546.0;0.0;4.0;0.0
552.0;0.0;4.0;0.0
558.0;0.0;4.0;0.0
564.0;0.0;4.0;0.0
570.0;0.0;4.0;0.0
576.0;0.0;4.0;0.0
582.0;0.0;4.0;0.0
588.0;0.0;4.0;0.0
594.0;0.0;4.0;0.0
600.0;0.0;4.0;0.0
606.0;0.0;4.0;0.0
612.0;0.0;4.0;0.0
618.0;0.0;4.0;0.0
624.0;0.0;8.0;0.0
630.0;0.0;4.0;0.0
636.0;0.0;8.0;0.0
642.0;0.0;4.0;0.0
648.0;0.0;4.0;0.0
654.0;0.0;16.0;0.0
660.0;0.0;4.0;0.0
666.0;0.0;4.0;0.0
